Country,Indicator_x,Unit_Measure(T),Pesticide_Type,Year,Tonnes,Indicator_y,Unit_Measure(kg/ha),Kg_per_ha
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2007,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2007,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2007,328.0,Pesticides Use per area of cropland,Kilogram per hectare,2.36
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2007,76.0,Pesticides Use per area of cropland,Kilogram per hectare,2.36
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,25.0,Pesticides Use per area of cropland,Kilogram per hectare,2.36
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,429.0,Pesticides Use per area of cropland,Kilogram per hectare,2.36
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2007,11.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2007,6.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,17.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06999999999999999
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2007,145.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2007,55.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,83.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,283.0,Pesticides Use per area of cropland,Kilogram per hectare,0.060000000000000005
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2007,338.0,Pesticides Use per area of cropland,Kilogram per hectare,0.15
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2007,140.0,Pesticides Use per area of cropland,Kilogram per hectare,0.15
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,28.0,Pesticides Use per area of cropland,Kilogram per hectare,0.15
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,506.0,Pesticides Use per area of cropland,Kilogram per hectare,0.15
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2007,76.0,Pesticides Use per area of cropland,Kilogram per hectare,0.59
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2007,144.0,Pesticides Use per area of cropland,Kilogram per hectare,0.59
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,153.0,Pesticides Use per area of cropland,Kilogram per hectare,0.59
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,373.0,Pesticides Use per area of cropland,Kilogram per hectare,0.59
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2007,155.0,Pesticides Use per area of cropland,Kilogram per hectare,2.3
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2007,118.0,Pesticides Use per area of cropland,Kilogram per hectare,2.3
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,133.0,Pesticides Use per area of cropland,Kilogram per hectare,2.3
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,406.0,Pesticides Use per area of cropland,Kilogram per hectare,2.3
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2007,6757.0,Pesticides Use per area of cropland,Kilogram per hectare,2.27
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2007,10390.0,Pesticides Use per area of cropland,Kilogram per hectare,2.27
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,9837.0,Pesticides Use per area of cropland,Kilogram per hectare,2.27
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,26984.0,Pesticides Use per area of cropland,Kilogram per hectare,2.2700000000000005
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2007,431.0,Pesticides Use per area of cropland,Kilogram per hectare,1.03
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2007,1090.0,Pesticides Use per area of cropland,Kilogram per hectare,1.03
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,1101.0,Pesticides Use per area of cropland,Kilogram per hectare,1.03
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,2622.0,Pesticides Use per area of cropland,Kilogram per hectare,1.03
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2007,1002.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2007,892.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2007,1140.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2007,3034.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2008,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2008,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2008,324.0,Pesticides Use per area of cropland,Kilogram per hectare,1.53
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2008,75.0,Pesticides Use per area of cropland,Kilogram per hectare,1.53
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,25.0,Pesticides Use per area of cropland,Kilogram per hectare,1.53
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,424.0,Pesticides Use per area of cropland,Kilogram per hectare,1.53
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2008,11.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2008,6.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,17.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2008,158.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2008,60.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,90.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,308.0,Pesticides Use per area of cropland,Kilogram per hectare,0.060000000000000005
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2008,305.0,Pesticides Use per area of cropland,Kilogram per hectare,0.17
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2008,130.0,Pesticides Use per area of cropland,Kilogram per hectare,0.17
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,72.0,Pesticides Use per area of cropland,Kilogram per hectare,0.17
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,507.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16999999999999998
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2008,93.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2008,175.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,186.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,454.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7100000000000001
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2008,67.0,Pesticides Use per area of cropland,Kilogram per hectare,1.04
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2008,56.0,Pesticides Use per area of cropland,Kilogram per hectare,1.04
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,61.0,Pesticides Use per area of cropland,Kilogram per hectare,1.04
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,184.0,Pesticides Use per area of cropland,Kilogram per hectare,1.04
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2008,7583.0,Pesticides Use per area of cropland,Kilogram per hectare,2.51
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2008,11661.0,Pesticides Use per area of cropland,Kilogram per hectare,2.51
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,11040.0,Pesticides Use per area of cropland,Kilogram per hectare,2.51
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,30284.0,Pesticides Use per area of cropland,Kilogram per hectare,2.51
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2008,427.0,Pesticides Use per area of cropland,Kilogram per hectare,1.04
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2008,1166.0,Pesticides Use per area of cropland,Kilogram per hectare,1.04
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,1172.0,Pesticides Use per area of cropland,Kilogram per hectare,1.04
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,2765.0,Pesticides Use per area of cropland,Kilogram per hectare,1.04
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2008,1009.0,Pesticides Use per area of cropland,Kilogram per hectare,0.75
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2008,890.0,Pesticides Use per area of cropland,Kilogram per hectare,0.75
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2008,1168.0,Pesticides Use per area of cropland,Kilogram per hectare,0.75
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2008,3067.0,Pesticides Use per area of cropland,Kilogram per hectare,0.75
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2009,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2009,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2009,285.0,Pesticides Use per area of cropland,Kilogram per hectare,1.19
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2009,66.0,Pesticides Use per area of cropland,Kilogram per hectare,1.19
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,22.0,Pesticides Use per area of cropland,Kilogram per hectare,1.19
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,373.0,Pesticides Use per area of cropland,Kilogram per hectare,1.19
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2009,8.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2009,4.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,12.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2009,170.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2009,65.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,96.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,331.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2009,192.0,Pesticides Use per area of cropland,Kilogram per hectare,0.2
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2009,344.0,Pesticides Use per area of cropland,Kilogram per hectare,0.2
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,26.0,Pesticides Use per area of cropland,Kilogram per hectare,0.2
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,562.0,Pesticides Use per area of cropland,Kilogram per hectare,0.2
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2009,96.0,Pesticides Use per area of cropland,Kilogram per hectare,0.74
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2009,182.0,Pesticides Use per area of cropland,Kilogram per hectare,0.74
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,192.0,Pesticides Use per area of cropland,Kilogram per hectare,0.74
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,470.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7399999999999999
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2009,59.0,Pesticides Use per area of cropland,Kilogram per hectare,0.96
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2009,53.0,Pesticides Use per area of cropland,Kilogram per hectare,0.96
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,58.0,Pesticides Use per area of cropland,Kilogram per hectare,0.96
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,170.0,Pesticides Use per area of cropland,Kilogram per hectare,0.96
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2009,7477.0,Pesticides Use per area of cropland,Kilogram per hectare,2.5
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2009,11497.0,Pesticides Use per area of cropland,Kilogram per hectare,2.5
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,10885.0,Pesticides Use per area of cropland,Kilogram per hectare,2.5
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,29859.0,Pesticides Use per area of cropland,Kilogram per hectare,2.5
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2009,423.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2009,1243.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,1242.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,2908.0,Pesticides Use per area of cropland,Kilogram per hectare,0.9300000000000002
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2009,1016.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2009,888.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2009,1195.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2009,3099.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2010,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2010,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2010,294.0,Pesticides Use per area of cropland,Kilogram per hectare,1.5
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2010,68.0,Pesticides Use per area of cropland,Kilogram per hectare,1.5
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,23.0,Pesticides Use per area of cropland,Kilogram per hectare,1.5
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,385.0,Pesticides Use per area of cropland,Kilogram per hectare,1.5
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2010,4.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2010,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,6.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2010,183.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2010,71.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,103.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,357.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2010,358.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2010,43.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,117.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,518.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2010,106.0,Pesticides Use per area of cropland,Kilogram per hectare,0.81
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2010,199.0,Pesticides Use per area of cropland,Kilogram per hectare,0.81
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,211.0,Pesticides Use per area of cropland,Kilogram per hectare,0.81
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,516.0,Pesticides Use per area of cropland,Kilogram per hectare,0.81
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2010,150.0,Pesticides Use per area of cropland,Kilogram per hectare,2.52
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2010,144.0,Pesticides Use per area of cropland,Kilogram per hectare,2.52
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,156.0,Pesticides Use per area of cropland,Kilogram per hectare,2.52
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,450.0,Pesticides Use per area of cropland,Kilogram per hectare,2.52
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2010,7704.0,Pesticides Use per area of cropland,Kilogram per hectare,2.59
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2010,11846.0,Pesticides Use per area of cropland,Kilogram per hectare,2.59
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,11215.0,Pesticides Use per area of cropland,Kilogram per hectare,2.59
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,30765.0,Pesticides Use per area of cropland,Kilogram per hectare,2.5900000000000003
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2010,419.0,Pesticides Use per area of cropland,Kilogram per hectare,1.01
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2010,1319.0,Pesticides Use per area of cropland,Kilogram per hectare,1.01
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,1312.0,Pesticides Use per area of cropland,Kilogram per hectare,1.01
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,3050.0,Pesticides Use per area of cropland,Kilogram per hectare,1.01
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2010,1023.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2010,886.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2010,1223.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2010,3132.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2011,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2011,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2011,321.0,Pesticides Use per area of cropland,Kilogram per hectare,1.3
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2011,74.0,Pesticides Use per area of cropland,Kilogram per hectare,1.3
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,25.0,Pesticides Use per area of cropland,Kilogram per hectare,1.3
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,420.0,Pesticides Use per area of cropland,Kilogram per hectare,1.3
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2011,8.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2011,5.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,13.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2011,196.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2011,76.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,110.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,382.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2011,181.0,Pesticides Use per area of cropland,Kilogram per hectare,0.15
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2011,217.0,Pesticides Use per area of cropland,Kilogram per hectare,0.15
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,122.0,Pesticides Use per area of cropland,Kilogram per hectare,0.15
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,520.0,Pesticides Use per area of cropland,Kilogram per hectare,0.15
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2011,93.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2011,175.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,185.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,453.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2011,176.0,Pesticides Use per area of cropland,Kilogram per hectare,3.06
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2011,174.0,Pesticides Use per area of cropland,Kilogram per hectare,3.06
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,191.0,Pesticides Use per area of cropland,Kilogram per hectare,3.06
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,541.0,Pesticides Use per area of cropland,Kilogram per hectare,3.06
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2011,7643.0,Pesticides Use per area of cropland,Kilogram per hectare,2.68
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2011,11753.0,Pesticides Use per area of cropland,Kilogram per hectare,2.68
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,11127.0,Pesticides Use per area of cropland,Kilogram per hectare,2.68
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,30523.0,Pesticides Use per area of cropland,Kilogram per hectare,2.68
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2011,415.0,Pesticides Use per area of cropland,Kilogram per hectare,0.99
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2011,1395.0,Pesticides Use per area of cropland,Kilogram per hectare,0.99
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,1382.0,Pesticides Use per area of cropland,Kilogram per hectare,0.99
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,3192.0,Pesticides Use per area of cropland,Kilogram per hectare,0.99
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2011,1029.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2011,884.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2011,1251.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2011,3164.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2012,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2012,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2012,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2012,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2012,346.0,Pesticides Use per area of cropland,Kilogram per hectare,1.59
