Country,Indicator_x,Unit_Measure(T),Pesticide_Type,Year,Tonnes,Indicator_y,Unit_Measure(kg/ha),Kg_per_ha
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,128.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,313.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2003,373.0,Pesticides Use per area of cropland,Kilogram per hectare,5.01
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2003,233.0,Pesticides Use per area of cropland,Kilogram per hectare,5.01
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,283.0,Pesticides Use per area of cropland,Kilogram per hectare,5.01
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,889.0,Pesticides Use per area of cropland,Kilogram per hectare,5.01
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2003,6276.0,Pesticides Use per area of cropland,Kilogram per hectare,1.95
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2003,9650.0,Pesticides Use per area of cropland,Kilogram per hectare,1.95
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,9136.0,Pesticides Use per area of cropland,Kilogram per hectare,1.95
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,25062.0,Pesticides Use per area of cropland,Kilogram per hectare,1.9499999999999997
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2003,447.0,Pesticides Use per area of cropland,Kilogram per hectare,0.88
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2003,785.0,Pesticides Use per area of cropland,Kilogram per hectare,0.88
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,820.0,Pesticides Use per area of cropland,Kilogram per hectare,0.88
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,2052.0,Pesticides Use per area of cropland,Kilogram per hectare,0.8799999999999999
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2003,974.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2003,899.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,1028.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,2901.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2004,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2004,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2004,238.0,Pesticides Use per area of cropland,Kilogram per hectare,1.39
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2004,55.0,Pesticides Use per area of cropland,Kilogram per hectare,1.39
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,18.0,Pesticides Use per area of cropland,Kilogram per hectare,1.39
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,311.0,Pesticides Use per area of cropland,Kilogram per hectare,1.39
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2004,5.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2004,5.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,10.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2004,107.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2004,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,63.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,209.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2004,7.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2004,23.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,12.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,42.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2004,46.0,Pesticides Use per area of cropland,Kilogram per hectare,0.35
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2004,86.0,Pesticides Use per area of cropland,Kilogram per hectare,0.35
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,91.0,Pesticides Use per area of cropland,Kilogram per hectare,0.35
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,223.0,Pesticides Use per area of cropland,Kilogram per hectare,0.35
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2004,490.0,Pesticides Use per area of cropland,Kilogram per hectare,6.57
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2004,311.0,Pesticides Use per area of cropland,Kilogram per hectare,6.57
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,370.0,Pesticides Use per area of cropland,Kilogram per hectare,6.57
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,1171.0,Pesticides Use per area of cropland,Kilogram per hectare,6.569999999999999
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2004,6418.0,Pesticides Use per area of cropland,Kilogram per hectare,2.05
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2004,9869.0,Pesticides Use per area of cropland,Kilogram per hectare,2.05
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,9344.0,Pesticides Use per area of cropland,Kilogram per hectare,2.05
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,25631.0,Pesticides Use per area of cropland,Kilogram per hectare,2.05
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2004,443.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2004,861.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,890.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,2194.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2004,981.0,Pesticides Use per area of cropland,Kilogram per hectare,0.8
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2004,898.0,Pesticides Use per area of cropland,Kilogram per hectare,0.8
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2004,1056.0,Pesticides Use per area of cropland,Kilogram per hectare,0.8
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2004,2935.0,Pesticides Use per area of cropland,Kilogram per hectare,0.8000000000000002
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2005,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2005,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2005,247.0,Pesticides Use per area of cropland,Kilogram per hectare,1.53
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2005,57.0,Pesticides Use per area of cropland,Kilogram per hectare,1.53
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,19.0,Pesticides Use per area of cropland,Kilogram per hectare,1.53
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,323.0,Pesticides Use per area of cropland,Kilogram per hectare,1.53
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2005,4.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2005,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,7.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2005,120.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2005,44.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,69.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,233.0,Pesticides Use per area of cropland,Kilogram per hectare,0.049999999999999996
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2005,177.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2005,105.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,14.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,296.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2005,57.0,Pesticides Use per area of cropland,Kilogram per hectare,0.43
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2005,108.0,Pesticides Use per area of cropland,Kilogram per hectare,0.43
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,114.0,Pesticides Use per area of cropland,Kilogram per hectare,0.43
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,279.0,Pesticides Use per area of cropland,Kilogram per hectare,0.42999999999999994
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2005,418.0,Pesticides Use per area of cropland,Kilogram per hectare,5.69
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2005,275.0,Pesticides Use per area of cropland,Kilogram per hectare,5.69
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,321.0,Pesticides Use per area of cropland,Kilogram per hectare,5.69
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,1014.0,Pesticides Use per area of cropland,Kilogram per hectare,5.6899999999999995
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2005,6809.0,Pesticides Use per area of cropland,Kilogram per hectare,2.19
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2005,10470.0,Pesticides Use per area of cropland,Kilogram per hectare,2.19
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,9913.0,Pesticides Use per area of cropland,Kilogram per hectare,2.19
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,27192.0,Pesticides Use per area of cropland,Kilogram per hectare,2.19
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2005,439.0,Pesticides Use per area of cropland,Kilogram per hectare,1.02
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2005,937.0,Pesticides Use per area of cropland,Kilogram per hectare,1.02
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,961.0,Pesticides Use per area of cropland,Kilogram per hectare,1.02
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,2337.0,Pesticides Use per area of cropland,Kilogram per hectare,1.0199999999999998
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2005,988.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2005,896.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2005,1084.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2005,2968.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2006,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2006,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2006,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2006,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2006,307.0,Pesticides Use per area of cropland,Kilogram per hectare,2.01
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2006,71.0,Pesticides Use per area of cropland,Kilogram per hectare,2.01
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2006,24.0,Pesticides Use per area of cropland,Kilogram per hectare,2.01
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2006,402.0,Pesticides Use per area of cropland,Kilogram per hectare,2.01
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2006,8.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2006,5.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2006,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2006,13.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2006,132.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2006,49.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2006,76.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2006,257.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05999999999999999
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2006,142.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2006,5.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2006,52.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2006,199.0,Pesticides Use per area of cropland,Kilogram per hectare,0.060000000000000005
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2006,65.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2006,123.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2006,130.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2006,318.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2006,314.0,Pesticides Use per area of cropland,Kilogram per hectare,4.44
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2006,220.0,Pesticides Use per area of cropland,Kilogram per hectare,4.44
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2006,252.0,Pesticides Use per area of cropland,Kilogram per hectare,4.44
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2006,786.0,Pesticides Use per area of cropland,Kilogram per hectare,4.44
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2006,6585.0,Pesticides Use per area of cropland,Kilogram per hectare,2.22
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2006,10125.0,Pesticides Use per area of cropland,Kilogram per hectare,2.22
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2006,9586.0,Pesticides Use per area of cropland,Kilogram per hectare,2.22
